1,Murp,24.88038
1,Ff,24.94038
1,Dd,25.28039
1,Cookie,25.440
1,Dd,25.56039
1,D,25.6404
1,Sada,25.7004
1,Sdad,25.9204
1,Dd,25.9204
1,Dd,25.9604
1,Dd,26.06041
1,Ff,26.06041
1,D,26.08041
1,Dd,26.10041
1,Sdasd,26.12041
1,Dd,26.14041
1,Dd,26.16041
1,Dd,26.26041
1,Grnfs,26.32041
1,Dd,26.40041
1,Ss,26.40041
1,Dd,26.46041
1,Sss,26.48042
1,D,26.50042
1,Dd,26.54042
1,Dd,26.56042
1,D,26.62042
1,Dd,26.68042
1,Ddd,26.74042
1,Fff,26.82042
1,Dsa,26.92043
1,Ross,26.980
1,Dd,27.04043
1,Dd,27.08043
1,Ss,27.20043
1,Dd,27.24043
1,Ddd,27.24043
1,Sasda,27.26043
1,Ss,27.26043
1,Dd,27.44044
1,Murp,27.52044
1,Simon,27.66
1,Ss,27.88045
1,Gg,28.08045
1,Dd,28.10045
1,Sada,28.18045
1,Gfd,28.22046
1,D,28.22046
1,Fsdf,28.28046
1,Dsa,28.28046
1,Dd,28.42046
1,Gg,28.42046
1,Dd,28.46046
1,Murp,28.58046
1,Dsd,28.66047
1,Ss,28.70047
1,Sdad,28.82047
1,Dd,29.02047
1,Ff,29.02047
1,Dd,29.02047
1,Ss,29.20048
1,D,29.38048
1,Fdfs,29.48048
1,Fdf,29.62049
1,Sasda,29.88049
1,Dadw,29.94049
1,Ss,30.1805
1,Mkocfyse Rza,30.3005
1,Sda,30.3005
1,Gfd,30.46051
1,Murp,30.64051
1,Sda,30.68051
1,Fsdf,30.72051
1,Dsd,30.78051
1,Dd,30.94052
1,Poop,31.40053
1,Dd,31.64053
1,Sada,31.72054
1,Dd,31.98054
1,Sada,32.10054
1,Dfg,32.14054
1,Sdaas,32.14054
1,Ss,32.42055
1,Sss,32.68056
1,Fdfs,32.68056
1,Ss,32.76056
1,Dd,32.76056
1,Murp,33.44057
1,Ss,33.60058
1,Poo,33.70058
1,Sss,34.04059
1,Murp,34.08059
1,Ff,34.18059
1,Rr,34.88061
1,Gg,35.52062
1,Dd,36.40064
1,Ff,36.42064
1,Fdfs,36.42064
1,Gg,36.58065
1,Fsdf,36.60065
1,Sdad,36.76065
1,Daws,37.42067
1,Sdsda,37.50067
1,Dd,37.88068
1,James,37.92068
1,Dawd,38.02068
1,Sss,38.9007
1,G,40.96075
1,Dd,41.14075
1,Murp,41.26075
1,Sss,41.92077
1,Ff,42.44078
1,Fdsd,44.22082
1,Ss,45.50085
1,Murp,46.28087
1,Dd,46.64088
1,Sda,47.04089
1,Dawsd,47.14089
1,Dd,51.60099
1,Ddd,52.40101
1,Xz,53.22103
1,Ff,54.16105
1,Fsd,54.30105
1,Asd,56.88111
1,Sdasd,57.50113
1,Fuck Yo Ucunt,58.10114
1,Motherfuck,60.10118
1,Sdad,60.7212
1,Da,61.94123
1,Ss,61.98123
1,Dd,65.86096
1, Dfsd,69.52035
1,Sdasdads,71.32005
1,Sdaw,75.51934
1,Dd,75.83929
1,James,76.47918
1,Mkocfyse Rza,76.59916
1,My Nam Jef,94.75611
1,Dsd,94.89609
1,Brian,98.83543
1,Dsdads,102.7148
1,Fff,105.9742
1,Ss,108.9537
1,Fff,144.154
1,Qwer,273.4883
1,Rff,283.6826
1,Aaaa,413.3514
2,SimonTest,1.66
2,Sdaw,120.5518
2,Sdaw,120.5518
